product_id,brand,model_name,category,gender_target,size_system_primary,size_range_primary,sizes_available_uk,sizes_available_us,sizes_available_eu,foot_length_min_cm,foot_length_max_cm,width_options,recommended_foot_width_cm_min,recommended_foot_width_cm_max,fit_profile,cushioning_level,arch_support,material_upper,outsole_type,weight_g,colors,price_usd,rating_avg,review_count,stock_status,image_url,description_short,sources_used
clarks-pro-ii-athletic-265,Clarks,Pro II,Athletic,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.7,26.5,Regular|Wide,8.72,10.22,snug,high,medium,knit,rubber,304,blue|brown|white|tan,119.53,4.2,44,in_stock,,"Clarks athletic footwear featuring knit, rubber, high cushioning, medium arch support, and a snug profile.",clarks.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-hyper-8-gt-athletic-266,New Balance,Hyper 8 GT,Athletic,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.7,26.6,Narrow|Regular|Wide,8.04,10.24,roomy,high,high,synthetic leather,rubber,247,orange|grey|tan,114.37,4.3,43,in_stock,,"Built for athletic days: synthetic leather upper, durable rubber outsole, high cushion, high support, and a roomy fit.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-charge-elite-athletic-267,Timberland,Charge Elite,Athletic,Female,UK,UK 3.5-8.5,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","38,39,40,40.5,41,42,43,43.5,44,45,46",22.1,27.1,Narrow,8.2,8.9,regular,medium,medium,synthetic mesh,non-marking rubber,288,blue|brown,109.5,3.7,27,in_stock,,"Built for athletic days: synthetic mesh upper, durable non-marking rubber outsole, medium cushion, medium support, and a regular fit.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-brogue-5-formal-268,New Balance,Brogue 5,Formal,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.7,30,Narrow|Regular|Wide,8.66,10.86,regular,medium,medium,suede leather,leather,320,grey|navy|brown|green,143.86,4.4,17,low_stock,,"New Balance formal footwear featuring suede leather, leather, medium cushioning, medium arch support, and a regular profile.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
puma-canvas-7-casual-269,PUMA,Canvas 7,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,30,Regular,9.13,11.33,roomy,low,medium,synthetic leather,gum rubber,385,beige|grey|tan|brown,69.73,4.5,39,in_stock,,"Built for casual days: synthetic leather upper, durable gum rubber outsole, low cushion, medium support, and a roomy fit.",puma.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-street-iii-casual-270,Skechers,Street III,Casual,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,26.9,Regular,8.07,10.27,regular,medium,medium,canvas,cupsole rubber,326,pink|blue|white|beige,71.96,4.6,45,out_of_stock,,"Skechers casual footwear featuring canvas, cupsole rubber, medium cushioning, medium arch support, and a regular profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-outback-8-trail-271,Salomon,Outback 8,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27,Narrow,8.11,8.81,snug,medium,high,synthetic mesh,Vibram-style rubber,357,blue|brown,154.56,4.3,91,in_stock,,"Salomon trail footwear featuring synthetic mesh, Vibram-style rubber, medium cushioning, high arch support, and a snug profile.",salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-ridge-5-trail-272,Vans,Ridge 5,Trail,Male,UK,UK 6.5-11.5,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.8,29.6,Regular,9.16,11.36,regular,high,medium,gore-tex membrane,sticky rubber,388,beige|black|orange,121.59,4.6,13,low_stock,,"Built for trail days: gore-tex membrane upper, durable sticky rubber outsole, high cushion, medium support, and a regular fit.",vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-lo-elite-runner-casual-273,ASICS,Lo Elite Runner,Casual,Female,UK,UK 3.5-8,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","38,39,40,40.5,41,42,43,43.5,44,45",22.3,26.5,Narrow|Regular,8.13,9.43,snug,low,low,suede,cupsole rubber,335,blue|purple|grey|red,108.45,3.9,33,in_stock,,Casual shoe with suede upper and cupsole rubber outsole; low cushioning and low arch support for a snug feel.,asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
puma-peak-8-trail-274,PUMA,Peak 8,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Regular|Wide,8.83,10.33,snug,high,medium,gore-tex membrane,sticky rubber,339,black|grey,129.12,3.6,34,in_stock,,"PUMA trail footwear featuring gore-tex membrane, sticky rubber, high cushioning, medium arch support, and a snug profile.",puma.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-trailblazer-x-trail-275,Skechers,Trailblazer X,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Regular,8.13,10.33,regular,high,medium,synthetic mesh,Vibram-style rubber,303,white|brown,109.23,4.2,51,out_of_stock,,"Skechers trail footwear featuring synthetic mesh, Vibram-style rubber, high cushioning, medium arch support, and a regular profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-oxford-elite-formal-276,Salomon,Oxford Elite,Formal,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.3,29.5,Narrow|Regular,9.05,10.35,regular,medium,medium,full-grain leather,TPU,403,orange|pink|grey,124.28,4.5,24,in_stock,,Formal shoe with full-grain leather upper and TPU outsole; medium cushioning and medium arch support for a regular feel.,salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-summit-7-trail-277,Nike,Summit 7,Trail,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30.1,Narrow|Regular|Wide,9.18,11.38,snug,medium,low,gore-tex membrane,Vibram-style rubber,403,beige|orange|white,148.35,4.9,59,in_stock,,"Nike trail footwear featuring gore-tex membrane, Vibram-style rubber, medium cushioning, low arch support, and a snug profile.",nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-velocity-7-running-278,Reebok,Velocity 7,Running,Female,UK,UK 3.5-8,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","38,39,40,40.5,41,42,43,43.5,44,45",22.2,26.7,Regular|Wide,8.85,10.35,roomy,medium,medium,synthetic mesh,carbon rubber,191,grey|purple|white,110.92,4.4,299,low_stock,,"Built for running days: synthetic mesh upper, durable carbon rubber outsole, medium cushion, medium support, and a roomy fit.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-derby-i-lite-formal-279,Adidas,Derby I Lite,Formal,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.2,30,Wide,9.96,10.96,regular,low,medium,full-grain leather,TPU,401,navy|beige|orange|white,141.66,3.9,42,in_stock,,"Adidas formal footwear featuring full-grain leather, TPU, low cushioning, medium arch support, and a regular profile.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-trailblazer-elite-trail-280,Salomon,Trailblazer Elite,Trail,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,29.8,Narrow|Regular|Wide,9.11,11.31,regular,low,medium,synthetic mesh,Vibram-style rubber,349,brown|pink,123.88,4.2,79,in_stock,,"Salomon trail footwear featuring synthetic mesh, Vibram-style rubber, low cushioning, medium arch support, and a regular profile.",salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-drive-max-lite-athletic-281,ASICS,Drive Max Lite,Athletic,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30,Narrow,9.16,9.86,regular,medium,low,synthetic leather,rubber,350,brown|blue|white,131.12,4.7,40,low_stock,,Athletic shoe with synthetic leather upper and rubber outsole; medium cushioning and low arch support for a regular feel.,asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-canvas-i-runner-casual-282,Brooks,Canvas I Runner,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30,Narrow|Regular|Wide,9.15,11.35,regular,medium,low,suede,rubber,344,tan|green|white,98.91,3.6,100,in_stock,,"Built for casual days: suede upper, durable rubber outsole, medium cushion, low support, and a regular fit.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-ridge-5-trail-283,Adidas,Ridge 5,Trail,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,29.9,Narrow|Regular|Wide,9.11,11.31,regular,medium,low,gore-tex membrane,lugged rubber,340,pink|orange|grey,155.52,4.5,66,in_stock,,Trail shoe with gore-tex membrane upper and lugged rubber outsole; medium cushioning and low arch support for a regular feel.,adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-lift-prime-premium-athletic-284,HOKA,Lift Prime Premium,Athletic,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30,Regular,9.16,11.36,snug,medium,medium,synthetic leather,TPU,262,blue|white|orange|beige,147.4,4.5,43,in_stock,,"Built for athletic days: synthetic leather upper, durable TPU outsole, medium cushion, medium support, and a snug fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-aero-ii-running-285,ASICS,Aero II,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30,Regular,9.15,11.35,roomy,low,low,synthetic mesh,blown rubber,239,purple|grey|black|tan,132.54,3.5,100,in_stock,,"ASICS running footwear featuring synthetic mesh, blown rubber, low cushioning, low arch support, and a roomy profile.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-peak-6-trail-286,Timberland,Peak 6,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Regular,8.13,10.33,regular,high,medium,ripstop mesh,Vibram-style rubber,336,pink|tan|beige,171.59,4.2,13,in_stock,,"Built for trail days: ripstop mesh upper, durable Vibram-style rubber outsole, high cushion, medium support, and a regular fit.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-edge-8-gt-athletic-287,Nike,Edge 8 GT,Athletic,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30.1,Narrow,9.16,9.86,regular,medium,medium,synthetic mesh,non-marking rubber,348,navy|white,146.59,4.5,70,in_stock,,Athletic shoe with synthetic mesh upper and non-marking rubber outsole; medium cushioning and medium arch support for a regular feel.,nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-monk-plus-formal-288,Adidas,Monk Plus,Formal,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.4,29.7,Regular|Wide,9.81,11.31,snug,medium,high,full-grain leather,leather,429,tan|brown,118.54,3.6,62,in_stock,,"Adidas formal footwear featuring full-grain leather, leather, medium cushioning, high arch support, and a snug profile.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-grit-iii-trail-289,Vans,Grit III,Trail,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,29.9,Narrow|Regular|Wide,9.2,11.4,regular,high,medium,ripstop mesh,lugged rubber,298,beige|tan|black|green,144.21,4.8,17,in_stock,,"Built for trail days: ripstop mesh upper, durable lugged rubber outsole, high cushion, medium support, and a regular fit.",vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-retro-iii-casual-290,Converse,Retro III,Casual,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.6,26.5,Narrow|Regular|Wide,8,10.2,regular,low,low,synthetic leather,gum rubber,340,grey|purple|blue|navy,73.93,3.4,96,in_stock,,"Converse casual footwear featuring synthetic leather, gum rubber, low cushioning, low arch support, and a regular profile.",converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-swift-i-running-291,Skechers,Swift I,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30.1,Narrow|Regular|Wide,9.16,11.36,regular,high,medium,knit mesh,carbon rubber,260,beige|grey|yellow,148.63,4.5,49,in_stock,,"Built for running days: knit mesh upper, durable carbon rubber outsole, high cushion, medium support, and a regular fit.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-peak-iii-trail-292,Adidas,Peak III,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,26.9,Regular,8.09,10.29,snug,high,high,ripstop mesh,sticky rubber,350,navy|orange|white,156.25,4,257,in_stock,,"Adidas trail footwear featuring ripstop mesh, sticky rubber, high cushioning, high arch support, and a snug profile.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-outback-x-trail-293,Nike,Outback X,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27.1,Regular,8.15,10.35,regular,low,medium,synthetic mesh,Vibram-style rubber,277,brown|black|red,188.78,4.1,42,low_stock,,"Nike trail footwear featuring synthetic mesh, Vibram-style rubber, low cushioning, medium arch support, and a regular profile.",nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-cross-4-athletic-294,ASICS,Cross 4,Athletic,Unisex,UK,UK 3-11.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",21.6,29.4,Regular,8.54,10.74,regular,medium,low,synthetic leather,TPU,348,brown|pink,111.84,3.9,57,in_stock,,"ASICS athletic footwear featuring synthetic leather, TPU, medium cushioning, low arch support, and a regular profile.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-cross-prime-athletic-295,Merrell,Cross Prime,Athletic,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.8,30.1,Regular,8.7,10.9,regular,low,medium,knit,non-marking rubber,240,tan|pink,115.18,4.3,5,in_stock,,"Merrell athletic footwear featuring knit, non-marking rubber, low cushioning, medium arch support, and a regular profile.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-lo-iii-casual-296,ASICS,Lo III,Casual,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.8,30.1,Narrow|Regular|Wide,8.7,10.9,roomy,low,medium,suede,gum rubber,336,yellow|navy|brown,90.13,4.9,79,in_stock,,"Built for casual days: suede upper, durable gum rubber outsole, low cushion, medium support, and a roomy fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-endorphin-iii-running-297,HOKA,Endorphin III,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,29.9,Wide,10.31,11.31,regular,medium,medium,synthetic mesh,carbon rubber,311,beige|orange|pink|brown,113.74,4.2,45,in_stock,,"Built for running days: synthetic mesh upper, durable carbon rubber outsole, medium cushion, medium support, and a regular fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-derby-i-formal-298,Reebok,Derby I,Formal,Male,UK,UK 6.5-11.5,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.7,29.4,Regular,9.11,11.31,regular,low,high,suede leather,TPU,464,grey|yellow|pink,134.82,4.7,81,in_stock,,"Built for formal days: suede leather upper, durable TPU outsole, low cushion, high support, and a regular fit.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
puma-grit-6-trail-299,PUMA,Grit 6,Trail,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,29.9,Narrow|Regular|Wide,9.13,11.33,regular,medium,medium,ripstop mesh,Vibram-style rubber,375,white|black|green,148.64,4,103,low_stock,,Trail shoe with ripstop mesh upper and Vibram-style rubber outsole; medium cushioning and medium arch support for a regular feel.,puma.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-charge-ii-boost-athletic-300,Nike,Charge II Boost,Athletic,Unisex,UK,UK 3.5-11.5,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",22.2,29.5,Wide,9.86,10.86,roomy,medium,low,synthetic leather,TPU,305,blue|pink|white|tan,116.41,3.2,229,in_stock,,"Nike athletic footwear featuring synthetic leather, TPU, medium cushioning, low arch support, and a roomy profile.",nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-traverse-x-trail-301,Skechers,Traverse X,Trail,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,29.9,Regular,9.2,11.4,roomy,high,low,ripstop mesh,Vibram-style rubber,379,orange|yellow|white|brown,142.19,4.9,82,in_stock,,"Skechers trail footwear featuring ripstop mesh, Vibram-style rubber, high cushioning, low arch support, and a roomy profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-chelsea-plus-formal-302,Adidas,Chelsea Plus,Formal,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.3,29.4,Narrow|Regular|Wide,9.03,11.23,regular,medium,medium,full-grain leather,TPU,387,pink|green|tan|red,155.58,4.3,42,low_stock,,Formal shoe with full-grain leather upper and TPU outsole; medium cushioning and medium arch support for a regular feel.,adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-everyday-9-casual-303,ASICS,Everyday 9,Casual,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.4,29.7,Regular|Wide,9.81,11.31,snug,medium,high,synthetic leather,rubber,323,pink|beige|grey|navy,126.09,4.5,196,low_stock,,"Built for casual days: synthetic leather upper, durable rubber outsole, medium cushion, high support, and a snug fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-peak-8-trail-304,Timberland,Peak 8,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.9,26.8,Narrow|Regular|Wide,8.11,10.31,roomy,high,medium,gore-tex membrane,Vibram-style rubber,361,green|grey|tan,173.71,3.8,347,in_stock,,Trail shoe with gore-tex membrane upper and Vibram-style rubber outsole; high cushioning and medium arch support for a roomy feel.,timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-power-6-athletic-305,Converse,Power 6,Athletic,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.7,26.5,Regular|Wide,8.72,10.22,snug,medium,medium,knit,rubber,313,grey|blue,136.95,4,97,low_stock,,Athletic shoe with knit upper and rubber outsole; medium cushioning and medium arch support for a snug feel.,converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-captoe-ii-formal-306,Adidas,Captoe II,Formal,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.8,30,Wide,10.44,11.44,regular,medium,low,full-grain leather,TPU,437,brown|blue|purple,101.21,3.8,170,in_stock,,"Built for formal days: full-grain leather upper, durable TPU outsole, medium cushion, low support, and a regular fit.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
puma-aero-i-running-307,PUMA,Aero I,Running,Male,UK,UK 6.5-11.5,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.7,29.5,Wide,10.33,11.33,snug,medium,medium,engineered mesh,blown rubber,302,green|tan,139.04,4.5,59,in_stock,,"Built for running days: engineered mesh upper, durable blown rubber outsole, medium cushion, medium support, and a snug fit.",puma.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-monk-iii-formal-308,Converse,Monk III,Formal,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27,Regular|Wide,8.79,10.29,regular,medium,low,full-grain leather,leather,411,yellow|pink|grey,157.11,4.6,25,in_stock,,Formal shoe with full-grain leather upper and leather outsole; medium cushioning and low arch support for a regular feel.,converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-pace-x-premium-running-309,Saucony,Pace X Premium,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.5,29.9,Narrow|Regular,9.16,10.46,regular,low,low,knit mesh,rubber,241,red|orange,100.75,4.1,68,low_stock,,Running shoe with knit mesh upper and rubber outsole; low cushioning and low arch support for a regular feel.,saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
