foot_length_cm,foot_width_cm,category,gender,target_UK_size,target_EU_size,target_US_size,allowance_cm,effective_length_cm
26,10.3,Formal,Male,8.5,42,9.5,0.7,26.7
26.4,10.5,Formal,Male,9,43,10,0.7,27.1
27.7,10.2,Formal,Male,10.5,45,11.5,0.7,28.4
28,10.7,Formal,Male,11,45,12,0.7,28.7
25,9.4,Formal,Male,7.5,41,8.5,0.7,25.7
26.4,10.7,Formal,Male,9,43,10,0.7,27.1
27.8,10,Formal,Male,10.5,45,11.5,0.7,28.5
27.4,10.9,Formal,Male,10,44,11,0.7,28.1
24.8,9.5,Formal,Male,7,40,8,0.7,25.5
23.4,9.2,Formal,Male,5.5,38,6.5,0.7,24.1
27.3,9.4,Formal,Male,10,44,11,0.7,28
25.9,10.1,Formal,Male,8.5,42,9.5,0.7,26.6
27.9,9.9,Formal,Male,11,45,12,0.7,28.6
27.2,10,Formal,Male,10,44,11,0.7,27.9
26,10.4,Formal,Male,8.5,42,9.5,0.7,26.7
27.3,9.8,Formal,Male,10,44,11,0.7,28
28.3,10.5,Formal,Male,11.5,46,12.5,0.7,29
28.3,10.5,Formal,Male,11.5,46,12.5,0.7,29
26.1,9.7,Formal,Male,8.5,42,9.5,0.7,26.8
28,10.3,Formal,Male,11,45,12,0.7,28.7
26.9,9.9,Formal,Male,9.5,43,10.5,0.7,27.6
27.6,10.3,Formal,Male,10.5,44,11.5,0.7,28.3
27.6,10.2,Formal,Male,10.5,44,11.5,0.7,28.3
26.1,9.4,Formal,Male,8.5,42,9.5,0.7,26.8
29.8,10.7,Formal,Male,13,48,14,0.7,30.5
26.1,9.5,Formal,Male,8.5,42,9.5,0.7,26.8
28,9.8,Formal,Male,11,45,12,0.7,28.7
27.4,10.2,Formal,Male,10,44,11,0.7,28.1
27.3,10,Formal,Male,10,44,11,0.7,28
25.7,10,Formal,Male,8,42,9,0.7,26.4
28,10,Formal,Male,11,45,12,0.7,28.7
28.8,10.4,Formal,Male,12,46,13,0.7,29.5
27.7,10,Formal,Male,10.5,45,11.5,0.7,28.4
25.2,9.7,Formal,Male,7.5,41,8.5,0.7,25.9
26.8,10.4,Formal,Male,9.5,43,10.5,0.7,27.5
25.3,9.7,Formal,Male,7.5,41,8.5,0.7,26
23.7,10.4,Formal,Male,6,39,7,0.7,24.4
26,9.2,Formal,Male,8.5,42,9.5,0.7,26.7
29.3,10.7,Formal,Male,12.5,47,13.5,0.7,30
27.8,10.4,Formal,Male,10.5,45,11.5,0.7,28.5
28,10,Formal,Male,11,45,12,0.7,28.7
28.2,10.6,Formal,Male,11,45,12,0.7,28.9
28.7,11.3,Formal,Male,11.5,46,12.5,0.7,29.4
28.6,10.6,Formal,Male,11.5,46,12.5,0.7,29.3
25.7,10.3,Formal,Male,8,42,9,0.7,26.4
29.3,10.1,Formal,Male,12.5,47,13.5,0.7,30
26.1,9.5,Formal,Male,8.5,42,9.5,0.7,26.8
26.3,10.5,Formal,Male,9,42,10,0.7,27
27.1,10.7,Formal,Male,10,44,11,0.7,27.8
27.6,10,Formal,Male,10.5,44,11.5,0.7,28.3
25.6,9.4,Formal,Male,8,41,9,0.7,26.3
27,9.7,Formal,Male,9.5,44,10.5,0.7,27.7
24.3,9.4,Formal,Male,6.5,40,7.5,0.7,25
27.3,10.6,Formal,Male,10,44,11,0.7,28
25.9,10,Formal,Male,8.5,42,9.5,0.7,26.6
27.1,10.7,Formal,Male,10,44,11,0.7,27.8
27.2,10,Formal,Male,10,44,11,0.7,27.9
26.2,10.7,Formal,Male,9,42,10,0.7,26.9
27.7,10.2,Formal,Male,10.5,45,11.5,0.7,28.4
26.2,11.1,Formal,Male,9,42,10,0.7,26.9
26.5,9.6,Formal,Male,9,43,10,0.7,27.2
27.1,10.1,Formal,Male,10,44,11,0.7,27.8
26.3,10.3,Formal,Male,9,42,10,0.7,27
27,9.7,Formal,Male,9.5,44,10.5,0.7,27.7
26.2,10.3,Formal,Male,9,42,10,0.7,26.9
25,9.7,Formal,Male,7.5,41,8.5,0.7,25.7
27.6,9.9,Formal,Male,10.5,44,11.5,0.7,28.3
28,10.9,Formal,Male,11,45,12,0.7,28.7
25.9,9.3,Formal,Male,8.5,42,9.5,0.7,26.6
27.4,10.8,Formal,Male,10,44,11,0.7,28.1
26.3,9.6,Formal,Male,9,42,10,0.7,27
24,10.2,Formal,Male,6,39,7,0.7,24.7
25,10.4,Formal,Male,7.5,41,8.5,0.7,25.7
25.4,10,Formal,Male,8,41,9,0.7,26.1
26.9,10.4,Formal,Male,9.5,43,10.5,0.7,27.6
28.4,11.1,Formal,Male,11.5,46,12.5,0.7,29.1
29.1,10.2,Formal,Male,12,47,13,0.7,29.8
26.9,10.2,Formal,Male,9.5,43,10.5,0.7,27.6
28.9,11.5,Formal,Male,12,46,13,0.7,29.6
28.1,10.5,Formal,Male,11,45,12,0.7,28.8
26,10.2,Formal,Male,8.5,42,9.5,0.7,26.7
28.1,11.3,Formal,Male,11,45,12,0.7,28.8
27.7,10.3,Formal,Male,10.5,45,11.5,0.7,28.4
26.8,10.5,Formal,Male,9.5,43,10.5,0.7,27.5
26.5,9.7,Formal,Male,9,43,10,0.7,27.2
28.5,11.3,Formal,Male,11.5,46,12.5,0.7,29.2
28,10,Formal,Male,11,45,12,0.7,28.7
28,11.6,Formal,Male,11,45,12,0.7,28.7
25.4,9.4,Formal,Male,8,41,9,0.7,26.1
27,11,Formal,Male,9.5,44,10.5,0.7,27.7
26.5,10.4,Formal,Male,9,43,10,0.7,27.2
25.5,10,Formal,Male,8,41,9,0.7,26.2
27.3,11,Formal,Male,10,44,11,0.7,28
27.2,10.4,Formal,Male,10,44,11,0.7,27.9
25.9,10.5,Formal,Male,8.5,42,9.5,0.7,26.6
26.6,9.7,Formal,Male,9,43,10,0.7,27.3
26.1,9.9,Formal,Male,8.5,42,9.5,0.7,26.8
27.3,10.2,Formal,Male,10,44,11,0.7,28
26.2,9.3,Formal,Male,9,42,10,0.7,26.9
26.9,9.7,Formal,Male,9.5,43,10.5,0.7,27.6
25.9,10.4,Formal,Male,8.5,42,9.5,0.7,26.6
26.2,9.9,Formal,Male,9,42,10,0.7,26.9
27.2,10.5,Formal,Male,10,44,11,0.7,27.9
29.4,11.1,Formal,Male,12.5,47,13.5,0.7,30.1
24.2,9.4,Formal,Male,6.5,39,7.5,0.7,24.9
28,10.2,Formal,Male,11,45,12,0.7,28.7
27,10.4,Formal,Male,9.5,44,10.5,0.7,27.7
27.7,10.5,Formal,Male,10.5,45,11.5,0.7,28.4
28.2,10.5,Formal,Male,11,45,12,0.7,28.9
28.2,9.5,Formal,Male,11,45,12,0.7,28.9
29.2,10.6,Formal,Male,12.5,47,13.5,0.7,29.9
28.9,10,Formal,Male,12,46,13,0.7,29.6
28.1,9.7,Formal,Male,11,45,12,0.7,28.8
27.2,10.3,Formal,Male,10,44,11,0.7,27.9
27.9,9.4,Formal,Male,11,45,12,0.7,28.6
29,10.5,Formal,Male,12,47,13,0.7,29.7
28,10.2,Formal,Male,11,45,12,0.7,28.7
24.6,8.8,Formal,Male,7,40,8,0.7,25.3
25.5,9.7,Formal,Male,8,41,9,0.7,26.2
28.3,9.9,Formal,Male,11.5,46,12.5,0.7,29
26.5,9,Formal,Male,9,43,10,0.7,27.2
27.5,10.8,Formal,Male,10.5,44,11.5,0.7,28.2
26.9,9.8,Formal,Male,9.5,43,10.5,0.7,27.6
26.4,9.8,Formal,Male,9,43,10,0.7,27.1
28.7,10,Formal,Male,11.5,46,12.5,0.7,29.4
27.3,10.3,Formal,Male,10,44,11,0.7,28
27.2,9.4,Formal,Male,10,44,11,0.7,27.9
25.4,10,Formal,Male,8,41,9,0.7,26.1
28.5,10.5,Formal,Male,11.5,46,12.5,0.7,29.2
27.7,10.4,Formal,Male,10.5,45,11.5,0.7,28.4
29.1,11.2,Formal,Male,12,47,13,0.7,29.8
28,9.6,Formal,Male,11,45,12,0.7,28.7
29.7,11,Formal,Male,13,48,14,0.7,30.4
29.3,10.7,Formal,Male,12.5,47,13.5,0.7,30
26.6,9.6,Formal,Male,9,43,10,0.7,27.3
25.5,10.3,Formal,Male,8,41,9,0.7,26.2
27.7,11.6,Formal,Male,10.5,45,11.5,0.7,28.4
27.7,10,Formal,Male,10.5,45,11.5,0.7,28.4
24.9,9.7,Formal,Male,7,40,8,0.7,25.6
26.7,10.2,Formal,Male,9.5,43,10.5,0.7,27.4
26.3,9.8,Formal,Male,9,42,10,0.7,27
25.7,10,Formal,Male,8,42,9,0.7,26.4
24.7,9.2,Formal,Male,7,40,8,0.7,25.4
25.5,9.7,Formal,Male,8,41,9,0.7,26.2
30.2,10.8,Formal,Male,13.5,48,14.5,0.7,30.9
25.9,10.2,Formal,Male,8.5,42,9.5,0.7,26.6
27.3,10.6,Formal,Male,10,44,11,0.7,28
27.6,10.2,Formal,Male,10.5,44,11.5,0.7,28.3
25,9.7,Formal,Male,7.5,41,8.5,0.7,25.7
29.1,11.1,Formal,Male,12,47,13,0.7,29.8
28.8,10.4,Formal,Male,12,46,13,0.7,29.5
26.2,10,Formal,Male,9,42,10,0.7,26.9
27.3,10.1,Formal,Male,10,44,11,0.7,28
26.5,9.9,Formal,Male,9,43,10,0.7,27.2
27.4,10.6,Formal,Male,10,44,11,0.7,28.1
25.8,9.7,Formal,Male,8.5,42,9.5,0.7,26.5
27,9.1,Formal,Male,9.5,44,10.5,0.7,27.7
25.5,10.4,Formal,Male,8,41,9,0.7,26.2
27.9,9.9,Formal,Male,11,45,12,0.7,28.6
26.8,9.9,Formal,Male,9.5,43,10.5,0.7,27.5
26.4,9.8,Formal,Male,9,43,10,0.7,27.1
26,9.4,Formal,Male,8.5,42,9.5,0.7,26.7
25.4,9.7,Formal,Male,8,41,9,0.7,26.1
27.8,10.6,Formal,Male,10.5,45,11.5,0.7,28.5
24.6,9.5,Formal,Male,7,40,8,0.7,25.3
28.8,10,Formal,Male,12,46,13,0.7,29.5
25.9,9.2,Formal,Male,8.5,42,9.5,0.7,26.6
28,10.5,Formal,Male,11,45,12,0.7,28.7
24.8,8.7,Formal,Male,7,40,8,0.7,25.5
30,11.2,Formal,Male,13.5,48,14.5,0.7,30.7
27.3,10.4,Formal,Male,10,44,11,0.7,28
26.3,9.2,Formal,Male,9,42,10,0.7,27
26,9.3,Formal,Male,8.5,42,9.5,0.7,26.7
30,10.9,Formal,Male,13.5,48,14.5,0.7,30.7
28.9,10.2,Formal,Male,12,46,13,0.7,29.6
26.7,10.4,Formal,Male,9.5,43,10.5,0.7,27.4
27.6,10.3,Formal,Male,10.5,44,11.5,0.7,28.3
28,10.7,Formal,Male,11,45,12,0.7,28.7
27.6,10,Formal,Male,10.5,44,11.5,0.7,28.3
26.4,9.3,Formal,Male,9,43,10,0.7,27.1
25.4,10,Formal,Male,8,41,9,0.7,26.1
26.9,10.1,Formal,Male,9.5,43,10.5,0.7,27.6
26,9.8,Formal,Male,8.5,42,9.5,0.7,26.7
28.1,10.1,Formal,Male,11,45,12,0.7,28.8
27.2,11.1,Formal,Male,10,44,11,0.7,27.9
26.7,10.7,Formal,Male,9.5,43,10.5,0.7,27.4
29.1,10.3,Formal,Male,12,47,13,0.7,29.8
27.2,10.2,Formal,Male,10,44,11,0.7,27.9
27.4,10,Formal,Male,10,44,11,0.7,28.1
28.3,10.6,Formal,Male,11.5,46,12.5,0.7,29
26.9,9.6,Formal,Male,9.5,43,10.5,0.7,27.6
26.2,9.9,Formal,Male,9,42,10,0.7,26.9
25.3,9.5,Formal,Male,7.5,41,8.5,0.7,26
26.5,10.3,Formal,Male,9,43,10,0.7,27.2
26.3,9.9,Formal,Male,9,42,10,0.7,27
26.8,10.8,Formal,Male,9.5,43,10.5,0.7,27.5
26.8,10.5,Formal,Male,9.5,43,10.5,0.7,27.5
24.7,10.5,Formal,Male,7,40,8,0.7,25.4
25.6,9.6,Formal,Male,8,41,9,0.7,26.3
26.8,10,Formal,Male,9.5,43,10.5,0.7,27.5
28.2,10.1,Formal,Male,11,45,12,0.7,28.9
26.8,10.2,Formal,Male,9.5,43,10.5,0.7,27.5
27.7,10.5,Formal,Male,10.5,45,11.5,0.7,28.4
27.5,10.8,Formal,Male,10.5,44,11.5,0.7,28.2
26.1,10,Formal,Male,8.5,42,9.5,0.7,26.8
27,10.3,Formal,Male,9.5,44,10.5,0.7,27.7
25.8,9.4,Formal,Male,8.5,42,9.5,0.7,26.5
24.9,9.5,Formal,Male,7,40,8,0.7,25.6
26.2,10.5,Formal,Male,9,42,10,0.7,26.9
25.3,9.5,Formal,Male,7.5,41,8.5,0.7,26
28.2,11,Formal,Male,11,45,12,0.7,28.9
26.6,9.8,Formal,Male,9,43,10,0.7,27.3
24.8,9.3,Formal,Male,7,40,8,0.7,25.5
27.5,10.7,Formal,Male,10.5,44,11.5,0.7,28.2
27.5,10.2,Formal,Male,10.5,44,11.5,0.7,28.2
25.9,9.7,Formal,Male,8.5,42,9.5,0.7,26.6
25.2,9.5,Formal,Male,7.5,41,8.5,0.7,25.9
25.9,9.7,Formal,Male,8.5,42,9.5,0.7,26.6
28.5,10.1,Formal,Male,11.5,46,12.5,0.7,29.2
26.6,10.1,Formal,Male,9,43,10,0.7,27.3
26.9,10.9,Formal,Male,9.5,43,10.5,0.7,27.6
25.4,10,Formal,Male,8,41,9,0.7,26.1
26.8,10.6,Formal,Male,9.5,43,10.5,0.7,27.5
27.5,9.7,Formal,Male,10.5,44,11.5,0.7,28.2
26.5,9.8,Formal,Male,9,43,10,0.7,27.2
26.6,10.3,Formal,Male,9,43,10,0.7,27.3
29.4,11.1,Formal,Male,12.5,47,13.5,0.7,30.1
26.4,10.2,Formal,Male,9,43,10,0.7,27.1
26.9,10.4,Formal,Male,9.5,43,10.5,0.7,27.6
26.3,9.7,Formal,Male,9,42,10,0.7,27
26,10.7,Formal,Male,8.5,42,9.5,0.7,26.7
28.3,10.3,Formal,Male,11.5,46,12.5,0.7,29
29.2,10.4,Formal,Male,12.5,47,13.5,0.7,29.9
27.5,10.5,Formal,Male,10.5,44,11.5,0.7,28.2
30.3,10.2,Formal,Male,13.5,48,14.5,0.7,31
27.3,10.3,Formal,Male,10,44,11,0.7,28
27.1,9.8,Formal,Male,10,44,11,0.7,27.8
25.4,9.5,Formal,Male,8,41,9,0.7,26.1
27.1,10.8,Formal,Male,10,44,11,0.7,27.8
29.4,10.4,Formal,Male,12.5,47,13.5,0.7,30.1
26.5,10,Formal,Male,9,43,10,0.7,27.2
27,10.1,Formal,Male,9.5,44,10.5,0.7,27.7
27.5,10.7,Formal,Male,10.5,44,11.5,0.7,28.2
25.1,10,Formal,Male,7.5,41,8.5,0.7,25.8
27.4,10.4,Formal,Male,10,44,11,0.7,28.1
27.6,10.3,Formal,Male,10.5,44,11.5,0.7,28.3
28.1,9.3,Formal,Male,11,45,12,0.7,28.8
29.2,10.4,Formal,Male,12.5,47,13.5,0.7,29.9
26.8,9.9,Formal,Male,9.5,43,10.5,0.7,27.5
28,10.5,Formal,Male,11,45,12,0.7,28.7
27,9.9,Formal,Male,9.5,44,10.5,0.7,27.7
27.7,10.5,Formal,Male,10.5,45,11.5,0.7,28.4
26.7,10.1,Formal,Male,9.5,43,10.5,0.7,27.4
23.2,10,Formal,Male,5,38,6,0.7,23.9
25.9,9.3,Formal,Male,8.5,42,9.5,0.7,26.6
28.6,11.1,Formal,Male,11.5,46,12.5,0.7,29.3
26.2,9.3,Formal,Male,9,42,10,0.7,26.9
27.5,9.6,Formal,Male,10.5,44,11.5,0.7,28.2
28.4,10.6,Formal,Male,11.5,46,12.5,0.7,29.1
28.5,10.6,Formal,Male,11.5,46,12.5,0.7,29.2
26,9.6,Formal,Male,8.5,42,9.5,0.7,26.7
28.9,10.9,Formal,Male,12,46,13,0.7,29.6
28.4,9.9,Formal,Male,11.5,46,12.5,0.7,29.1
24.7,10.1,Formal,Male,7,40,8,0.7,25.4
25.6,10.8,Formal,Male,8,41,9,0.7,26.3
27.8,10.2,Formal,Male,10.5,45,11.5,0.7,28.5
26.5,9.9,Formal,Male,9,43,10,0.7,27.2
27.5,9.8,Formal,Male,10.5,44,11.5,0.7,28.2
26.2,10.2,Formal,Male,9,42,10,0.7,26.9
27.6,10.1,Formal,Male,10.5,44,11.5,0.7,28.3
29.1,10.9,Formal,Male,12,47,13,0.7,29.8
26.9,10,Formal,Male,9.5,43,10.5,0.7,27.6
28.3,10.5,Formal,Male,11.5,46,12.5,0.7,29
27.6,11,Formal,Male,10.5,44,11.5,0.7,28.3
25.5,10,Formal,Male,8,41,9,0.7,26.2
27.3,10.7,Formal,Male,10,44,11,0.7,28
27.2,10,Formal,Male,10,44,11,0.7,27.9
27.8,10.3,Formal,Male,10.5,45,11.5,0.7,28.5
25.5,9.3,Formal,Male,8,41,9,0.7,26.2
29.9,11,Formal,Male,13,48,14,0.7,30.6
25.9,9.9,Formal,Male,8.5,42,9.5,0.7,26.6
28.4,11.5,Formal,Male,11.5,46,12.5,0.7,29.1
27.7,10.3,Formal,Male,10.5,45,11.5,0.7,28.4
26,9.9,Formal,Male,8.5,42,9.5,0.7,26.7
26.8,10,Formal,Male,9.5,43,10.5,0.7,27.5
25.7,9.7,Formal,Male,8,42,9,0.7,26.4
28.2,10.5,Formal,Male,11,45,12,0.7,28.9
27.6,10.9,Formal,Male,10.5,44,11.5,0.7,28.3
25.9,8.6,Formal,Male,8.5,42,9.5,0.7,26.6
25.4,10.2,Formal,Male,8,41,9,0.7,26.1
28.3,10.7,Formal,Male,11.5,46,12.5,0.7,29
25.3,9.4,Formal,Male,7.5,41,8.5,0.7,26
26.7,10.1,Formal,Male,9.5,43,10.5,0.7,27.4
23.9,9.9,Formal,Male,6,39,7,0.7,24.6
24.8,9.8,Formal,Male,7,40,8,0.7,25.5
26.8,10.7,Formal,Male,9.5,43,10.5,0.7,27.5
26.3,10.2,Formal,Male,9,42,10,0.7,27
27.7,10.6,Formal,Male,10.5,45,11.5,0.7,28.4
25.5,9.5,Formal,Male,8,41,9,0.7,26.2
26.6,9.6,Formal,Male,9,43,10,0.7,27.3
30.5,10.9,Formal,Male,14,49,15,0.7,31.2
26.3,10.3,Formal,Male,9,42,10,0.7,27
29.5,11.4,Formal,Male,12.5,47,13.5,0.7,30.2
28.7,10.6,Formal,Male,11.5,46,12.5,0.7,29.4
26.2,10.2,Formal,Male,9,42,10,0.7,26.9
28,9.9,Formal,Male,11,45,12,0.7,28.7
25.7,9.8,Formal,Male,8,42,9,0.7,26.4
26.4,10.2,Formal,Male,9,43,10,0.7,27.1
28,10.2,Formal,Male,11,45,12,0.7,28.7
26.7,10,Formal,Male,9.5,43,10.5,0.7,27.4
26.4,10.1,Formal,Male,9,43,10,0.7,27.1
27.5,10.3,Formal,Male,10.5,44,11.5,0.7,28.2
28.7,10.4,Formal,Male,11.5,46,12.5,0.7,29.4
24.6,9.6,Formal,Male,7,40,8,0.7,25.3
27.5,10.4,Formal,Male,10.5,44,11.5,0.7,28.2
27.1,9.9,Formal,Male,10,44,11,0.7,27.8
26.2,9.4,Formal,Male,9,42,10,0.7,26.9
29,10.2,Formal,Male,12,47,13,0.7,29.7
28.2,10.7,Formal,Male,11,45,12,0.7,28.9
27.5,10,Formal,Male,10.5,44,11.5,0.7,28.2
28.5,10.1,Formal,Male,11.5,46,12.5,0.7,29.2
28.9,10.2,Formal,Male,12,46,13,0.7,29.6
25.7,10.3,Formal,Male,8,42,9,0.7,26.4
27.1,10.7,Formal,Male,10,44,11,0.7,27.8
26.9,9.5,Formal,Male,9.5,43,10.5,0.7,27.6
26.6,10.1,Formal,Male,9,43,10,0.7,27.3
29.1,10.5,Formal,Male,12,47,13,0.7,29.8
27.7,10.6,Formal,Male,10.5,45,11.5,0.7,28.4
24.6,10,Formal,Male,7,40,8,0.7,25.3
30.2,12.6,Formal,Male,13.5,48,14.5,0.7,30.9
26.3,9.9,Formal,Male,9,42,10,0.7,27
30,10.9,Formal,Male,13.5,48,14.5,0.7,30.7
27.2,10,Formal,Male,10,44,11,0.7,27.9
28.5,10.6,Formal,Male,11.5,46,12.5,0.7,29.2
25.9,9.9,Formal,Male,8.5,42,9.5,0.7,26.6
28.2,10.8,Formal,Male,11,45,12,0.7,28.9
27,10.2,Formal,Male,9.5,44,10.5,0.7,27.7
28.3,10,Formal,Male,11.5,46,12.5,0.7,29
26.8,9.5,Formal,Male,9.5,43,10.5,0.7,27.5
27.8,9.6,Formal,Male,10.5,45,11.5,0.7,28.5
26.8,10.2,Formal,Male,9.5,43,10.5,0.7,27.5
26.7,10.4,Formal,Male,9.5,43,10.5,0.7,27.4
28.8,10.6,Formal,Male,12,46,13,0.7,29.5
27,10.1,Formal,Male,9.5,44,10.5,0.7,27.7
28.6,10.9,Formal,Male,11.5,46,12.5,0.7,29.3
26.2,9.4,Formal,Male,9,42,10,0.7,26.9
28.4,10.5,Formal,Male,11.5,46,12.5,0.7,29.1
27.1,10.2,Formal,Male,10,44,11,0.7,27.8
28.7,12.1,Formal,Male,11.5,46,12.5,0.7,29.4
27.7,10,Formal,Male,10.5,45,11.5,0.7,28.4
27.7,10.7,Formal,Male,10.5,45,11.5,0.7,28.4
30.4,11.4,Formal,Male,13.5,49,14.5,0.7,31.1
25.5,9.4,Formal,Male,8,41,9,0.7,26.2
28.9,10.5,Formal,Male,12,46,13,0.7,29.6
28,10.6,Formal,Male,11,45,12,0.7,28.7
28,10.3,Formal,Male,11,45,12,0.7,28.7
26.6,10.3,Formal,Male,9,43,10,0.7,27.3
24.9,9.7,Formal,Male,7,40,8,0.7,25.6
27.2,10.3,Formal,Male,10,44,11,0.7,27.9
25.8,9.2,Formal,Male,8.5,42,9.5,0.7,26.5
25.5,9.7,Formal,Male,8,41,9,0.7,26.2
28.1,10.6,Formal,Male,11,45,12,0.7,28.8
28.4,10.5,Formal,Male,11.5,46,12.5,0.7,29.1
27.6,10.3,Formal,Male,10.5,44,11.5,0.7,28.3
26.3,10,Formal,Male,9,42,10,0.7,27
29.5,10.7,Formal,Male,12.5,47,13.5,0.7,30.2
27.7,9.9,Formal,Male,10.5,45,11.5,0.7,28.4
27.1,10.1,Formal,Male,10,44,11,0.7,27.8
26.4,9.8,Formal,Male,9,43,10,0.7,27.1
24.6,9.6,Formal,Male,7,40,8,0.7,25.3
27,10.3,Formal,Male,9.5,44,10.5,0.7,27.7
30.1,11.2,Formal,Male,13.5,48,14.5,0.7,30.8
28.7,11.1,Formal,Male,11.5,46,12.5,0.7,29.4
27.5,10.5,Formal,Male,10.5,44,11.5,0.7,28.2
27.1,9.7,Formal,Male,10,44,11,0.7,27.8
25.2,9.6,Formal,Male,7.5,41,8.5,0.7,25.9
26.9,10.9,Formal,Male,9.5,43,10.5,0.7,27.6
27.3,9.9,Formal,Male,10,44,11,0.7,28
27.8,10.4,Formal,Male,10.5,45,11.5,0.7,28.5
27.4,10.5,Formal,Male,10,44,11,0.7,28.1
30,11.7,Formal,Male,13.5,48,14.5,0.7,30.7
29.1,10.7,Formal,Male,12,47,13,0.7,29.8
28.2,10.5,Formal,Male,11,45,12,0.7,28.9
26.2,9.7,Formal,Male,9,42,10,0.7,26.9
27,10.5,Formal,Male,9.5,44,10.5,0.7,27.7
29.7,10.9,Formal,Male,13,48,14,0.7,30.4
25.3,9.4,Formal,Male,7.5,41,8.5,0.7,26
27.7,10.7,Formal,Male,10.5,45,11.5,0.7,28.4
26.8,10.1,Formal,Male,9.5,43,10.5,0.7,27.5
26.4,9.6,Formal,Male,9,43,10,0.7,27.1
27.6,10.3,Formal,Male,10.5,44,11.5,0.7,28.3
26.9,11.3,Formal,Male,9.5,43,10.5,0.7,27.6
29,10.7,Formal,Male,12,47,13,0.7,29.7
27,10.5,Formal,Male,9.5,44,10.5,0.7,27.7
26.8,9.9,Formal,Male,9.5,43,10.5,0.7,27.5
26.6,10.4,Formal,Male,9,43,10,0.7,27.3
26.2,10.1,Formal,Male,9,42,10,0.7,26.9
27.9,9.8,Formal,Male,11,45,12,0.7,28.6
27.1,10,Formal,Male,10,44,11,0.7,27.8
26.5,10.4,Formal,Male,9,43,10,0.7,27.2
28.5,9.9,Formal,Male,11.5,46,12.5,0.7,29.2
25.9,10,Formal,Male,8.5,42,9.5,0.7,26.6
29.4,11.2,Formal,Male,12.5,47,13.5,0.7,30.1
28,10.4,Formal,Male,11,45,12,0.7,28.7
26.9,11,Formal,Male,9.5,43,10.5,0.7,27.6
27.3,10,Formal,Male,10,44,11,0.7,28
25.8,9.2,Formal,Male,8.5,42,9.5,0.7,26.5
25.2,9.8,Formal,Male,7.5,41,8.5,0.7,25.9
29.4,11.5,Formal,Male,12.5,47,13.5,0.7,30.1
26,9.7,Formal,Male,8.5,42,9.5,0.7,26.7
26.5,9.6,Formal,Male,9,43,10,0.7,27.2
27.3,11.4,Formal,Male,10,44,11,0.7,28
29.9,9.6,Formal,Male,13,48,14,0.7,30.6
28.7,10.5,Formal,Male,11.5,46,12.5,0.7,29.4
26.8,9.7,Formal,Male,9.5,43,10.5,0.7,27.5
28.8,10.7,Formal,Male,12,46,13,0.7,29.5
24.2,9.5,Formal,Male,6.5,39,7.5,0.7,24.9
26.9,10.8,Formal,Male,9.5,43,10.5,0.7,27.6
27.5,10,Formal,Male,10.5,44,11.5,0.7,28.2
27.6,10.3,Formal,Male,10.5,44,11.5,0.7,28.3
27.5,10.4,Formal,Male,10.5,44,11.5,0.7,28.2
26.5,10.4,Formal,Male,9,43,10,0.7,27.2
27.2,10.7,Formal,Male,10,44,11,0.7,27.9
26.7,10.8,Formal,Male,9.5,43,10.5,0.7,27.4
29.3,11.2,Formal,Male,12.5,47,13.5,0.7,30
26.5,9.1,Formal,Male,9,43,10,0.7,27.2
25,10.2,Formal,Male,7.5,41,8.5,0.7,25.7
27,10.8,Formal,Male,9.5,44,10.5,0.7,27.7
27.8,10,Formal,Male,10.5,45,11.5,0.7,28.5
27.7,10.2,Formal,Male,10.5,45,11.5,0.7,28.4
27.2,10.1,Formal,Male,10,44,11,0.7,27.9
25.6,9.4,Formal,Male,8,41,9,0.7,26.3
26.5,10,Formal,Male,9,43,10,0.7,27.2
26.7,10.9,Formal,Male,9.5,43,10.5,0.7,27.4
24.5,8.7,Formal,Male,7,40,8,0.7,25.2
26.4,10,Formal,Male,9,43,10,0.7,27.1
27.6,10.6,Formal,Male,10.5,44,11.5,0.7,28.3
27.3,9.4,Formal,Male,10,44,11,0.7,28
26,10.5,Formal,Male,8.5,42,9.5,0.7,26.7
27.3,9.2,Formal,Male,10,44,11,0.7,28
27.6,10,Formal,Male,10.5,44,11.5,0.7,28.3
28,10.5,Formal,Male,11,45,12,0.7,28.7
28,10.1,Formal,Male,11,45,12,0.7,28.7
24.9,10,Formal,Male,7,40,8,0.7,25.6
27.6,10.9,Formal,Male,10.5,44,11.5,0.7,28.3
27.1,11.3,Formal,Male,10,44,11,0.7,27.8
27.3,10.5,Formal,Male,10,44,11,0.7,28
28.4,10,Formal,Male,11.5,46,12.5,0.7,29.1
28.4,10.3,Formal,Male,11.5,46,12.5,0.7,29.1
27.7,9.9,Formal,Male,10.5,45,11.5,0.7,28.4
25.5,9.7,Formal,Male,8,41,9,0.7,26.2
25.8,10,Formal,Male,8.5,42,9.5,0.7,26.5
26.2,9.5,Formal,Male,9,42,10,0.7,26.9
26.1,10.2,Formal,Male,8.5,42,9.5,0.7,26.8
27.3,10.7,Formal,Male,10,44,11,0.7,28
23.1,9.7,Formal,Male,5,38,6,0.7,23.8
25.7,9.1,Formal,Male,8,42,9,0.7,26.4
25.9,10.1,Formal,Male,8.5,42,9.5,0.7,26.6
25.3,9.9,Formal,Male,7.5,41,8.5,0.7,26
29.8,10.1,Formal,Male,13,48,14,0.7,30.5
25.6,9.6,Formal,Male,8,41,9,0.7,26.3
